13600
0	1	2.27644	2.27644	0
0	1	4.55356	4.55356	0
0	1	2.27644	0	6.83598
0	1	4.55356	4.55356	6.83598
0	1	0	0	13.674
0	1	2.27644	2.27644	13.674
0	1	9.10644	2.27644	0
0	1	11.3836	4.55356	0
0	1	9.10644	0	6.83598
0	1	11.3836	4.55356	6.83598
0	1	6.83	0	13.674
0	1	9.10644	2.27644	13.674
0	1	15.9364	2.27644	0
0	1	18.2136	4.55356	0
0	1	15.9364	0	6.83598
0	1	18.2136	4.55356	6.83598
0	1	13.66	0	13.674
0	1	15.9364	2.27644	13.674
0	1	22.7664	2.27644	0
0	1	25.0436	4.55356	0
0	1	22.7664	0	6.83598
0	1	25.0436	4.55356	6.83598
0	1	20.49	0	13.674
0	1	22.7664	2.27644	13.674
0	1	29.5964	2.27644	0
0	1	31.8736	4.55356	0
0	1	29.5964	0	6.83598
0	1	31.8736	4.55356	6.83598
0	1	27.32	0	13.674
0	1	29.5964	2.27644	13.674
0	1	36.4264	2.27644	0
0	1	38.7036	4.55356	0
0	1	36.4264	0	6.83598
0	1	38.7036	4.55356	6.83598
0	1	34.15	0	13.674
0	1	36.4264	2.27644	13.674
0	1	43.2564	2.27644	0
0	1	45.5336	4.55356	0
0	1	43.2564	0	6.83598
0	1	45.5336	4.55356	6.83598
0	1	40.98	0	13.674
0	1	43.2564	2.27644	13.674
0	1	50.0864	2.27644	0
0	1	52.3636	4.55356	0
0	1	50.0864	0	6.83598
0	1	52.3636	4.55356	6.83598
0	1	47.81	0	13.674
0	1	50.0864	2.27644	13.674
0	1	56.9164	2.27644	0
0	1	59.1936	4.55356	0
0	1	56.9164	0	6.83598
0	1	59.1936	4.55356	6.83598
0	1	54.64	0	13.674
0	1	56.9164	2.27644	13.674
0	1	63.7464	2.27644	0
0	1	66.0236	4.55356	0
0	1	63.7464	0	6.83598
0	1	66.0236	4.55356	6.83598
0	1	61.47	0	13.674
0	1	63.7464	2.27644	13.674
0	1	70.5764	2.27644	0
0	1	72.8536	4.55356	0
0	1	70.5764	0	6.83598
0	1	72.8536	4.55356	6.83598
0	1	68.3	0	13.674
0	1	70.5764	2.27644	13.674
0	1	77.4064	2.27644	0
0	1	79.6836	4.55356	0
0	1	77.4064	0	6.83598
0	1	79.6836	4.55356	6.83598
0	1	75.13	0	13.674
0	1	77.4064	2.27644	13.674
0	1	84.2364	2.27644	0
0	1	86.5136	4.55356	0
0	1	84.2364	0	6.83598
0	1	86.5136	4.55356	6.83598
0	1	81.96	0	13.674
0	1	84.2364	2.27644	13.674
0	1	91.0664	2.27644	0
0	1	93.3436	4.55356	0
0	1	91.0664	0	6.83598
0	1	93.3436	4.55356	6.83598
0	1	88.79	0	13.674
0	1	91.0664	2.27644	13.674
0	1	97.8964	2.27644	0
0	1	100.174	4.55356	0
0	1	97.8964	0	6.83598
0	1	100.174	4.55356	6.83598
0	1	95.62	0	13.674
0	1	97.8964	2.27644	13.674
0	1	104.726	2.27644	0
0	1	107.004	4.55356	0
0	1	104.726	0	6.83598
0	1	107.004	4.55356	6.83598
0	1	102.45	0	13.674
0	1	104.726	2.27644	13.674
0	1	111.556	2.27644	0
0	1	113.834	4.55356	0
0	1	111.556	0	6.83598
0	1	113.834	4.55356	6.83598
0	1	109.28	0	13.674
0	1	111.556	2.27644	13.674
0	1	118.386	2.27644	0
0	1	120.664	4.55356	0
0	1	118.386	0	6.83598
0	1	120.664	4.55356	6.83598
0	1	116.11	0	13.674
0	1	118.386	2.27644	13.674
0	1	125.216	2.27644	0
0	1	127.494	4.55356	0
0	1	125.216	0	6.83598
0	1	127.494	4.55356	6.83598
0	1	122.94	0	13.674
0	1	125.216	2.27644	13.674
0	1	132.046	2.27644	0
0	1	134.324	4.55356	0
0	1	132.046	0	6.83598
0	1	134.324	4.55356	6.83598
0	1	129.77	0	13.674
0	1	132.046	2.27644	13.674
0	1	2.27644	9.10644	0
0	1	4.55356	11.3836	0
0	1	2.27644	6.83	6.83598
0	1	4.55356	11.3836	6.83598
0	1	0	6.83	13.674
0	1	2.27644	9.10644	13.674
0	1	9.10644	9.10644	0
0	1	11.3836	11.3836	0
0	1	9.10644	6.83	6.83598
0	1	11.3836	11.3836	6.83598
0	1	6.83	6.83	13.674
0	1	9.10644	9.10644	13.674
0	1	15.9364	9.10644	0
0	1	18.2136	11.3836	0
0	1	15.9364	6.83	6.83598
0	1	18.2136	11.3836	6.83598
0	1	13.66	6.83	13.674
0	1	15.9364	9.10644	13.674
0	1	22.7664	9.10644	0
0	1	25.0436	11.3836	0
0	1	22.7664	6.83	6.83598
0	1	25.0436	11.3836	6.83598
0	1	20.49	6.83	13.674
0	1	22.7664	9.10644	13.674
0	1	29.5964	9.10644	0
0	1	31.8736	11.3836	0
0	1	29.5964	6.83	6.83598
0	1	31.8736	11.3836	6.83598
0	1	27.32	6.83	13.674
0	1	29.5964	9.10644	13.674
0	1	36.4264	9.10644	0
0	1	38.7036	11.3836	0
0	1	36.4264	6.83	6.83598
0	1	38.7036	11.3836	6.83598
0	1	34.15	6.83	13.674
0	1	36.4264	9.10644	13.674
0	1	43.2564	9.10644	0
0	1	45.5336	11.3836	0
0	1	43.2564	6.83	6.83598
0	1	45.5336	11.3836	6.83598
0	1	40.98	6.83	13.674
0	1	43.2564	9.10644	13.674
0	1	50.0864	9.10644	0
0	1	52.3636	11.3836	0
0	1	50.0864	6.83	6.83598
0	1	52.3636	11.3836	6.83598
0	1	47.81	6.83	13.674
0	1	50.0864	9.10644	13.674
0	1	56.9164	9.10644	0
0	1	59.1936	11.3836	0
0	1	56.9164	6.83	6.83598
0	1	59.1936	11.3836	6.83598
0	1	54.64	6.83	13.674
0	1	56.9164	9.10644	13.674
0	1	63.7464	9.10644	0
0	1	66.0236	11.3836	0
0	1	63.7464	6.83	6.83598
0	1	66.0236	11.3836	6.83598
0	1	61.47	6.83	13.674
0	1	63.7464	9.10644	13.674
0	1	70.5764	9.10644	0
0	1	72.8536	11.3836	0
0	1	70.5764	6.83	6.83598
0	1	72.8536	11.3836	6.83598
0	1	68.3	6.83	13.674
0	1	70.5764	9.10644	13.674
0	1	77.4064	9.10644	0
0	1	79.6836	11.3836	0
0	1	77.4064	6.83	6.83598
0	1	79.6836	11.3836	6.83598
0	1	75.13	6.83	13.674
0	1	77.4064	9.10644	13.674
0	1	84.2364	9.10644	0
0	1	86.5136	11.3836	0
0	1	84.2364	6.83	6.83598
0	1	86.5136	11.3836	6.83598
0	1	81.96	6.83	13.674
0	1	84.2364	9.10644	13.674
0	1	91.0664	9.10644	0
0	1	93.3436	11.3836	0
0	1	91.0664	6.83	6.83598
0	1	93.3436	11.3836	6.83598
0	1	88.79	6.83	13.674
0	1	91.0664	9.10644	13.674
0	1	97.8964	9.10644	0
0	1	100.174	11.3836	0
0	1	97.8964	6.83	6.83598
0	1	100.174	11.3836	6.83598
0	1	95.62	6.83	13.674
0	1	97.8964	9.10644	13.674
0	1	104.726	9.10644	0
0	1	107.004	11.3836	0
0	1	104.726	6.83	6.83598
0	1	107.004	11.3836	6.83598
0	1	102.45	6.83	13.674
0	1	104.726	9.10644	13.674
0	1	111.556	9.10644	0
0	1	113.834	11.3836	0
0	1	111.556	6.83	6.83598
0	1	113.834	11.3836	6.83598
0	1	109.28	6.83	13.674
0	1	111.556	9.10644	13.674
0	1	118.386	9.10644	0
0	1	120.664	11.3836	0
0	1	118.386	6.83	6.83598
0	1	120.664	11.3836	6.83598
0	1	116.11	6.83	13.674
0	1	118.386	9.10644	13.674
0	1	125.216	9.10644	0
0	1	127.494	11.3836	0
0	1	125.216	6.83	6.83598
0	1	127.494	11.3836	6.83598
0	1	122.94	6.83	13.674
0	1	125.216	9.10644	13.674
0	1	132.046	9.10644	0
0	1	134.324	11.3836	0
0	1	132.046	6.83	6.83598
0	1	134.324	11.3836	6.83598
0	1	129.77	6.83	13.674
0	1	132.046	9.10644	13.674
0	1	2.27644	15.9364	0
0	1	4.55356	18.2136	0
0	1	2.27644	13.66	6.83598
0	1	4.55356	18.2136	6.83598
0	1	0	13.66	13.674
0	1	2.27644	15.9364	13.674
0	1	9.10644	15.9364	0
0	1	11.3836	18.2136	0
0	1	9.10644	13.66	6.83598
0	1	11.3836	18.2136	6.83598
0	1	6.83	13.66	13.674
0	1	9.10644	15.9364	13.674
0	1	15.9364	15.9364	0
0	1	18.2136	18.2136	0
0	1	15.9364	13.66	6.83598
0	1	18.2136	18.2136	6.83598
0	1	13.66	13.66	13.674
0	1	15.9364	15.9364	13.674
0	1	22.7664	15.9364	0
0	1	25.0436	18.2136	0
0	1	22.7664	13.66	6.83598
0	1	25.0436	18.2136	6.83598
0	1	20.49	13.66	13.674
0	1	22.7664	15.9364	13.674
0	1	29.5964	15.9364	0
0	1	31.8736	18.2136	0
0	1	29.5964	13.66	6.83598
0	1	31.8736	18.2136	6.83598
0	1	27.32	13.66	13.674
0	1	29.5964	15.9364	13.674
0	1	36.4264	15.9364	0
0	1	38.7036	18.2136	0
0	1	36.4264	13.66	6.83598
0	1	38.7036	18.2136	6.83598
